,a,b,sim_score
1760,k,X,0.026881286874413
2121,k,Y,0.001201671548187
1141,k,Z,0.079378515481948
359,k,[,0.20802825689315702
2052,k,\,0.004876989405602001
1960,k,a,0.012732544913887001
177,k,b,0.28148460388183505
2537,k,d,0.0
2474,k,e,0.0
2473,k,f,0.0
2472,k,g,0.0
2471,k,h,0.0
2408,k,i,0.0
2409,k,j,0.0
1340,k,l,0.059605807065963
287,k,t,0.22973385453224102
982,k,x,0.097005307674407
739,k,z,0.12904657423496202
1372,k,{,0.05632809177041
380,k,|,0.19921401143074002
1815,l,!,0.023096449673175003
492,l,&,0.17035970091819702
1235,l,(,0.069286257028579
118,l,),0.32420656085014304
790,l,/,0.12207586318254401
4,l,1,0.626039147377014
2089,l,2,0.0029950495809310004
1446,l,7,0.050406444817781004
701,l,;,0.13463409245014102
769,l,<,0.124022334814071
412,l,>,0.19053460657596502
90,l,@,0.35704213380813604
859,l,A,0.11263762414455401
1885,l,D,0.018190339207649002
946,l,G,0.100954547524452
2,l,I,0.7055997252464291
780,l,J,0.12309861183166501
996,l,K,0.09491288661956701
819,l,O,0.117954120039939
757,l,P,0.12572073936462402
2017,l,Q,0.007891003973782
696,l,R,0.13528051972389202
1448,l,S,0.05034390464425
689,l,T,0.13701783120632102
1430,l,W,0.051750082522630005
693,l,[,0.135547816753387
1067,l,\,0.08677115291357
20,l,],0.515604615211486
409,l,a,0.19120036065578402
2410,l,d,0.0
2411,l,e,0.0
2412,l,f,0.0
2413,l,g,0.0
2414,l,h,0.0
2415,l,i,0.0
2416,l,j,0.0
2425,l,k,0.0
2033,l,m,0.006021622568368
1329,l,n,0.060109347105026
1757,l,u,0.027035646140575003
1426,l,{,0.052094500511884
93,l,|,0.352137863636016
64,l,},0.39957493543624806
485,m,"""",0.171285837888717
1539,m,#,0.042509689927101
1529,m,%,0.043350730091333
1793,m,&,0.024577271193265002
1381,m,*,0.055891171097755
1892,m,+,0.017629943788051
1547,m,-,0.042083941400051006
1605,m,.,0.038240984082221
1741,m,0,0.028156431391835
1917,m,1,0.015759475529193
1779,m,2,0.025462541729211002
2023,m,4,0.006818665191531001
1978,m,6,0.011311073787510001
938,m,8,0.101558960974216
1777,m,9,0.025577979162335
1734,m,=,0.028840530663728003
2078,m,@,0.0034946724772450003
1770,m,A,0.026095457375049
967,m,B,0.098093822598457
1323,m,C,0.061038866639137004
638,m,D,0.14544677734375
1862,m,E,0.019258469343185
1592,m,F,0.039309691637754
1838,m,G,0.020945491269230003
676,m,H,0.139065071940422
1958,m,K,0.012826791033148
1162,m,N,0.07762368023395501
1685,m,O,0.032306671142578
1301,m,P,0.062832795083522
712,m,Q,0.13311165571212702
1197,m,R,0.073283433914184
1246,m,T,0.068203680217266
405,m,U,0.19245094060897802
791,m,W,0.12199660390615401
1665,m,Y,0.034360170364379
1342,m,[,0.05947427824139501
1494,m,a,0.046128414571285005
901,m,b,0.10674705356359401
942,m,c,0.10139237344264901
2417,m,d,0.0
2418,m,e,0.0
2419,m,f,0.0
2420,m,g,0.0
2421,m,h,0.0
2422,m,i,0.0
2423,m,j,0.0
2424,m,k,0.0
2407,m,l,0.0
35,m,n,0.45188108086586
950,m,o,0.100668355822563
159,m,p,0.293523609638214
787,m,q,0.122162759304046
681,m,r,0.138343885540962
1433,m,s,0.05135344713926301
1658,m,t,0.034722648561000005
235,m,u,0.25492125749588
2004,m,v,0.009456271305680001
218,m,w,0.261788308620452
1284,m,x,0.064893946051597
1643,m,y,0.035306278616189006
2105,m,z,0.0018841954879460002
822,m,~,0.11736655235290501
442,n,"""",0.181064054369926
2126,n,',0.0010317260166630001
1624,n,),0.036433458328247
2075,n,*,0.0038350559771060003
1727,n,-,0.029314851388335002
1221,n,0,0.070564828813076
609,n,1,0.14976383745670302
217,n,2,0.26185810565948403
1884,n,6,0.018217237666249
197,n,7,0.27101305127143804
1637,n,=,0.035662412643432
129,n,?,0.315179377794265
1695,n,@,0.031688332557678
951,n,A,0.10031085461378
1186,n,B,0.074638918042182
273,n,D,0.23805257678031902
481,n,F,0.17255640029907202
1943,n,G,0.013733414933085001
1428,n,H,0.05187694728374401
1132,n,K,0.08035634458065001
1702,n,M,0.031046103686094003
1575,n,O,0.04032913967967
947,n,P,0.100920930504798
369,n,R,0.203030616044998
1718,n,T,0.029988437891006
1882,n,W,0.018466750159859
2050,n,],0.0048825736157590005
571,n,a,0.154652461409568
267,n,b,0.23982095718383703
2003,n,c,0.009676350280642001
2406,n,d,0.0
2394,n,e,0.0
2386,n,f,0.0
2387,n,g,0.0
2388,n,h,0.0
2389,n,i,0.0
2390,n,j,0.0
2391,n,k,0.0
2392,n,l,0.0
2393,n,m,0.0
1247,n,o,0.06814133375883101
44,n,p,0.43599274754524203
304,n,r,0.22402119636535603
1824,n,u,0.022207129746675002
821,n,w,0.117459617555141
1749,n,x,0.027358371764421
1089,n,~,0.08496215194463701
1945,o,%,0.013589434325695001
1564,o,&,0.040863603353500005
2031,o,',0.006195995956659
674,o,),0.13912439346313402
1195,o,*,0.07367575168609601
1104,o,",",0.08326067030429801
1491,o,-,0.046501547098159006
863,o,.,0.11222362518310501
1216,o,/,0.071173496544361
0,o,0,0.850778877735137
1708,o,3,0.030602861195802
699,o,4,0.13482145965099301
363,o,6,0.20738942921161602
611,o,7,0.14961965382099102
306,o,8,0.222946599125862
518,o,9,0.16533213853836
1772,o,=,0.025996662676334003
1484,o,>,0.04696100950241
1140,o,@,0.07954318821430201
1016,o,A,0.093259945511817
285,o,C,0.23077806830406103
437,o,D,0.18364052474498702
1265,o,G,0.06604261696338601
1689,o,M,0.032185830175876
41,o,Q,0.439225167036056
1099,o,U,0.083776526153087
1120,o,V,0.081872329115867
854,o,Z,0.112974919378757
1642,o,\,0.035307027399539004
644,o,],0.14446708559989901
147,o,a,0.30223292112350403
1264,o,b,0.06621965020895
345,o,c,0.21193921566009502
2395,o,d,0.0
2405,o,e,0.0
2396,o,f,0.0
2397,o,g,0.0
2398,o,h,0.0
2399,o,i,0.0
2400,o,j,0.0
2401,o,k,0.0
2402,o,l,0.0
2403,o,m,0.0
2404,o,n,0.0
614,o,p,0.14904601871967302
489,o,q,0.17086805403232502
1394,o,u,0.054930407553911
646,o,v,0.144248351454734
2141,o,y,0.000294529832899
1732,o,z,0.028950152918696
894,o,},0.10748342424631101
2027,o,~,0.006566613912582
1530,p,"""",0.042988296598196
1771,p,%,0.026030920445919002
2039,p,&,0.0055662998929610005
1327,p,0,0.060676656663417004
855,p,2,0.11292491108179001
1733,p,7,0.028841393068432003
1108,p,8,0.08267634361982301
893,p,9,0.10754324495792301
1526,p,=,0.043415557593107
353,p,?,0.209681898355484
1787,p,@,0.024981485679745
276,p,B,0.23462742567062303
86,p,D,0.362575054168701
1324,p,E,0.061003696173429
578,p,F,0.153572008013725
1703,p,K,0.030870236456394
1090,p,O,0.08490626513957901
340,p,Q,0.215204298496246
325,p,R,0.21842494606971702
1522,p,U,0.043715208768844
1601,p,V,0.038614384829998
1500,p,W,0.045563329011201005
952,p,Y,0.099925249814987
101,p,b,0.3421351313591
1697,p,c,0.03158638253808
2426,p,d,0.0
2427,p,e,0.0
2428,p,f,0.0
2451,p,g,0.0
2452,p,h,0.0
2453,p,i,0.0
2454,p,j,0.0
2455,p,k,0.0
2456,p,l,0.0
2457,p,m,0.0
2458,p,n,0.0
2459,p,o,0.0
440,p,q,0.181492120027542
1285,p,r,0.064528606832027
812,p,u,0.11842393130064001
985,p,v,0.09684696048498101
910,p,w,0.10598063468933101
515,p,y,0.165943473577499
1580,p,~,0.039851449429988
2076,q,!,0.00366832781583
1883,q,#,0.01840054616332
1318,q,%,0.061234295368194004
1532,q,+,0.042889136821031
1684,q,-,0.032355658710002004
1618,q,.,0.037230372428894
1114,q,0,0.08221341669559401
302,q,1,0.224299192428588
497,q,4,0.16922752559185
1800,q,7,0.024054680019617
512,q,8,0.166867777705192
663,q,9,0.141475856304168
1744,q,=,0.027731185778975
223,q,A,0.25943046808242803
1092,q,C,0.08480153232812801
17,q,H,0.518780827522277
990,q,J,0.09571082144975601
1237,q,L,0.069144085049629
600,q,M,0.15063571929931602
503,q,N,0.16813136637210802
1889,q,T,0.017860438674688003
305,q,U,0.22305586934089602
1776,q,V,0.025784751400351
1043,q,X,0.08921369165182101
1066,q,Y,0.087022170424461
1866,q,Z,0.01908309943974
1766,q,[,0.026289239525794
2112,q,\,0.0016245599836110002
280,q,a,0.233713179826736
650,q,c,0.143375545740127
2460,q,d,0.0
2461,q,e,0.0
2462,q,f,0.0
2463,q,g,0.0
2464,q,h,0.0
2465,q,i,0.0
2466,q,j,0.0
2467,q,k,0.0
2468,q,l,0.0
2469,q,m,0.0
2470,q,n,0.0
2450,q,o,0.0
2449,q,p,0.0
1573,q,t,0.040382664650678
133,q,u,0.30967774987220703
1548,q,v,0.042044200003147
1496,q,x,0.046086229383945
1083,q,y,0.085752554237842
244,q,z,0.252310425043106
1698,q,~,0.031527861952781004
1456,r,!,0.049386583268642
483,r,"""",0.171941950917243
1432,r,#,0.051558043807744
1395,r,',0.054911315441131
1255,r,(,0.06711347401142101
1313,r,*,0.061655361205339
978,r,+,0.09737333655357301
2136,r,",",0.00057216011919
973,r,-,0.09764939546585001
1181,r,.,0.07521270960569301
581,r,1,0.152756184339523
1736,r,4,0.028754895552992002
243,r,5,0.252708554267883
2045,r,6,0.00531518086791
778,r,7,0.12331843376159601
743,r,=,0.12843795120716
1024,r,?,0.09146377444267201
642,r,C,0.144788444042205
201,r,F,0.26855581998825
1293,r,L,0.06399933248758301
847,r,N,0.11420754343271201
471,r,P,0.17446079850196802
34,r,T,0.45506331324577304
1944,r,V,0.013622300699353001
103,r,Y,0.34097325801849304
249,r,[,0.250537574291229
887,r,c,0.10884454846382101
2438,r,d,0.0
2429,r,e,0.0
2430,r,f,0.0
2431,r,g,0.0
2432,r,h,0.0
2434,r,j,0.0
2436,r,l,0.0
342,r,t,0.21306778490543302
632,r,v,0.14603593945503202
1497,r,w,0.045872047543525
393,r,x,0.194932773709297
1562,r,y,0.041038811206817
1670,r,z,0.033946398645639
606,r,{,0.150030553340911
2040,r,|,0.005485955625772
110,r,~,0.329322874546051
2037,s,"""",0.005739217624068001
1332,s,#,0.060018859803676
130,s,$,0.31197610497474604
207,s,%,0.266207456588745
365,s,&,0.20619349181652002
1106,s,",",0.08279396593570701
1600,s,2,0.038614809513092006
82,s,3,0.367287039756774
341,s,5,0.21378265321254702
751,s,6,0.12620149552822102
848,s,8,0.11394133418798401
443,s,9,0.18102082610130302
770,s,:,0.123974099755287
297,s,;,0.22481532394886003
1401,s,<,0.054423138499259005
775,s,=,0.12370890378952001
551,s,>,0.160484209656715
1667,s,?,0.034200150519609
633,s,@,0.14592003822326602
1048,s,B,0.08855107426643301
1959,s,C,0.012780283577740002
747,s,E,0.127193018794059
448,s,G,0.179264783859252
1531,s,R,0.042918439954519
772,s,U,0.12387890368700001
1233,s,W,0.069362565875053
2125,s,X,0.001039136201143
597,s,a,0.15094721317291201
423,s,c,0.18764859437942502
166,s,u,0.28800424933433505
1664,s,v,0.034474641084671
707,s,w,0.134075462818145
2021,s,x,0.0071282703429460005
1125,s,y,0.081523761153221
1136,s,z,0.079959787428379
1403,s,{,0.054279994219541
1717,t,!,0.030001025646924
1479,t,"""",0.047610525041818
42,t,#,0.438037633895874
62,t,$,0.400776147842407
724,t,(,0.13097120821475902
334,t,*,0.21647864580154402
12,t,+,0.5449199676513671
1156,t,-,0.078181408345699
1307,t,.,0.062011841684579
1116,t,1,0.082182720303535
1955,t,2,0.012936910614371001
126,t,4,0.31781870126724204
480,t,5,0.17274896800518003
544,t,6,0.16149222850799502
1986,t,:,0.010732499882578002
1859,t,<,0.019527524709701
1465,t,=,0.04880369454622201
536,t,A,0.162468403577804
323,t,C,0.21849156916141502
595,t,E,0.151107713580131
284,t,F,0.23091289401054302
1344,t,G,0.05941495671868301
860,t,H,0.1126239746809
1226,t,J,0.07008405029773701
386,t,L,0.197488695383071
1524,t,M,0.043518494814634004
1893,t,N,0.017589427530765003
1993,t,Z,0.010365208610892001
908,t,[,0.10614547878503801
1839,t,a,0.020766291767358003
1295,t,b,0.063312761485576
672,t,c,0.139608114957809
1834,t,v,0.021361658349633002
994,t,x,0.09507624804973601
1629,t,z,0.036281794309616006
463,t,{,0.17520998418331102
427,t,~,0.187199592590332
1761,u,"""",0.026822261512279
469,u,%,0.174827933311462
322,u,&,0.21868890523910503
1305,u,",",0.062273945659399005
1799,u,3,0.024124832823872
1714,u,9,0.030175112187862
1788,u,;,0.024916902184486
2054,u,>,0.004810148850083001
52,u,@,0.42253035306930503
939,u,D,0.10147758573293601
1133,u,E,0.080348581075668
281,u,G,0.23325070738792403
326,u,H,0.218347638845443
670,u,M,0.14004805684089602
1730,u,N,0.029003174975514003
995,u,O,0.09492644667625401
776,u,Q,0.12355425208806901
1756,u,R,0.027046041563153003
799,u,S,0.12088407576084101
1431,u,V,0.051642663776874
158,u,W,0.294079482555389
1309,u,X,0.061994478106498004
445,u,a,0.18059223890304502
1334,u,c,0.059992980211973
2196,u,t,0.0
924,u,v,0.10346063971519401
214,u,w,0.263171166181564
1171,u,x,0.076632663607597
416,u,y,0.18948933482170102
1812,u,z,0.023442953824996
966,v,!,0.098184756934642
434,v,"""",0.185117498040199
1442,v,#,0.050614871084690004
1417,v,$,0.05314274877309701
784,v,%,0.12259395420551301
292,v,',0.22777973115444103
1877,v,(,0.018656898289918
1035,v,*,0.090004980564117
1038,v,+,0.089903697371482
1370,v,",",0.056559689342975006
986,v,-,0.09632782638072901
838,v,.,0.11531110852956701
2014,v,/,0.00805589184165
1179,v,0,0.075497359037399
1241,v,4,0.06859433650970401
2060,v,5,0.00455140415579
1045,v,7,0.08917077630758201
2032,v,9,0.006040371954441
936,v,:,0.10165934264659801
1878,v,;,0.018595606088638
582,v,=,0.152477413415908
570,v,C,0.15477772057056402
1469,v,D,0.048289775848388006
1447,v,F,0.050373494625091005
2055,v,H,0.004791202489286
671,v,J,0.13993850350379902
590,v,M,0.151494801044464
1996,v,O,0.009981347247958001
1964,v,P,0.012420207262039
1169,v,T,0.076880604028701
269,v,U,0.23918974399566603
792,v,W,0.12189558893442101
795,v,X,0.12138379365205701
272,v,Y,0.23822987079620303
1769,v,Z,0.026117706671357002
1953,v,[,0.013006844557821001
2061,v,],0.004467802122235001
878,v,c,0.109882220625877
2446,v,p,0.0
2445,v,q,0.0
2444,v,r,0.0
2443,v,s,0.0
2442,v,t,0.0
2441,v,u,0.0
119,v,w,0.32155817747116
567,v,x,0.155366092920303
138,v,y,0.305649727582931
2058,v,z,0.004656914621591001
636,v,~,0.14572499692440002
30,w,"""",0.465796202421188
949,w,#,0.100679486989974
1292,w,$,0.06416580080986001
548,w,%,0.16094431281089702
722,w,&,0.131169915199279
1382,w,',0.055784959346055006
1062,w,*,0.08754351735115001
1990,w,+,0.010463047772645001
1319,w,-,0.06122912466526
1833,w,.,0.021375861018896002
2115,w,/,0.0014745313674210002
1968,w,9,0.011853213422
1297,w,:,0.063161566853523
1604,w,;,0.038570720702409
1711,w,<,0.030390786007046002
333,w,=,0.216740369796752
1951,w,>,0.013123169541358
1098,w,@,0.08378792554140001
1946,w,A,0.013522004708647001
2067,w,B,0.004175633192062001
1723,w,D,0.029789775609970003
1690,w,F,0.032092213630676006
1554,w,G,0.041687566787004006
1632,w,H,0.036027505993843
1350,w,K,0.05867538228631
419,w,M,0.189203172922134
759,w,N,0.125046476721763
1581,w,P,0.039845630526542004
2047,w,Q,0.005167813971638
1337,w,R,0.059646032750606
1306,w,S,0.062088303267955
1739,w,T,0.028582040220499
651,w,U,0.14313465356826702
404,w,V,0.192773774266242
803,w,X,0.120152428746223
1039,w,Y,0.08965697884559601
2041,w,c,0.005456140264868001
2440,w,d,0.0
2448,w,e,0.0
2439,w,f,0.0
2437,w,g,0.0
2447,w,h,0.0
410,w,x,0.190731897950172
303,w,y,0.224231958389282
372,w,~,0.20219239592552102
1437,x,!,0.05114222317934
1473,x,"""",0.04789821058511701
264,x,#,0.24004219472408203
806,x,$,0.12001896649599
728,x,%,0.13068056106567302
19,x,&,0.515766859054565
1880,x,(,0.018499448895454
95,x,*,0.34840035438537603
660,x,+,0.14174886047840102
1209,x,-,0.071867868304252
1416,x,.,0.053157430142164
1924,x,3,0.015079484321177
1101,x,4,0.08355998992919901
1752,x,5,0.027277000248432003
1677,x,6,0.033053178340196006
796,x,8,0.12131912261247602
1094,x,:,0.084706626832485
135,x,<,0.307757288217544
277,x,=,0.234204798936843
1440,x,>,0.050740204751491005
529,x,A,0.16381435096263802
1970,x,B,0.011640771292150002
1825,x,F,0.022195139899849
1308,x,H,0.06201083585619901
299,x,K,0.22475570440292303
904,x,M,0.10631677508354101
346,x,N,0.21148160099983201
1407,x,P,0.05412171408534001
1022,x,Q,0.092066943645477
697,x,R,0.13521571457386
1939,x,S,0.014160649850964002
1489,x,T,0.046743713319301
1919,x,U,0.015666231513023002
1262,x,V,0.066291436553001
524,x,W,0.16501235961914001
136,x,Y,0.30706977844238204
1842,x,\,0.020522253587841002
2095,x,a,0.0026533063501110003
2556,x,p,0.0
2435,x,q,0.0
2433,x,r,0.0
2553,x,s,0.0
2552,x,t,0.0
2551,x,u,0.0
2550,x,v,0.0
2549,x,w,0.0
400,x,y,0.19352960586547802
2129,x,z,0.000944815576076
1230,x,{,0.069688238203525
1176,x,~,0.076021671295166
977,y,!,0.097379140555858
1312,y,#,0.06167045980691901
348,y,%,0.21104234457015902
786,y,&,0.122319504618644
1454,y,',0.049666665494441
656,y,",",0.14270049333572302
2070,y,-,0.0040775667876
1765,y,.,0.026631344109773
2143,y,/,0.000190857797861
2097,y,0,0.002470474690198
1220,y,3,0.070906482636928
1746,y,5,0.027446532621979002
186,y,7,0.27611076831817605
1413,y,8,0.053795985877513004
330,y,9,0.217157930135726
156,y,=,0.29581400752067505
228,y,>,0.25810700654983504
1638,y,B,0.035469055175781
1429,y,D,0.051783382892608004
1234,y,E,0.06934301555156701
172,y,J,0.283583223819732
879,y,L,0.10987512767314901
1435,y,M,0.051208995282649
1148,y,P,0.078717201948165
533,y,Q,0.163457736372947
271,y,U,0.23877722024917603
382,y,V,0.19835482537746402
472,y,W,0.17428474128246302
361,y,X,0.20765133202075903
433,y,Z,0.18547564744949302
1462,y,\,0.048878915607929
802,y,],0.12015689164400101
2548,y,d,0.0
2547,y,e,0.0
2546,y,f,0.0
2545,y,g,0.0
2544,y,h,0.0
2543,y,i,0.0
2542,y,j,0.0
2541,y,k,0.0
2521,y,l,0.0
2560,y,m,0.0
2520,y,n,0.0
2518,y,o,0.0
2494,y,p,0.0
2493,y,q,0.0
2492,y,r,0.0
2491,y,s,0.0
2490,y,t,0.0
2489,y,u,0.0
2488,y,v,0.0
2487,y,w,0.0
2486,y,x,0.0
351,y,z,0.21007150411605802
2065,y,~,0.00424100831151
327,z,#,0.218257471919059
643,z,%,0.144653737545013
1682,z,&,0.032515548169612
1165,z,+,0.077409505844116
810,z,-,0.11886534094810401
495,z,.,0.169542163610458
1712,z,0,0.030367258936166003
748,z,1,0.12714335322380002
54,z,2,0.419086575508117
1801,z,3,0.023993978276848002
153,z,4,0.298053920269012
1868,z,5,0.018935130909085003
2043,z,6,0.005399538204073
204,z,7,0.26804044842720004
1550,z,:,0.042008757591247003
313,z,<,0.221089214086532
241,z,=,0.25301319360733004
683,z,>,0.137901097536087
1817,z,A,0.022766742855310003
2038,z,B,0.005592943169176001
354,z,C,0.20951424539089203
298,z,E,0.22476625442504802
1008,z,H,0.09397824108600601
1366,z,J,0.056766029447317005
56,z,L,0.41515576839447005
1558,z,M,0.041166063398122
413,z,Q,0.190301209688186
1383,z,U,0.055699937045574
2069,z,[,0.004108933731913
808,z,a,0.11949054896831501
227,z,c,0.25883936882019004
2485,z,d,0.0
2483,z,e,0.0
2482,z,f,0.0
2481,z,g,0.0
2480,z,h,0.0
2479,z,i,0.0
2478,z,j,0.0
2477,z,k,0.0
2476,z,l,0.0
2475,z,m,0.0
2484,z,n,0.0
2495,z,o,0.0
2496,z,p,0.0
2497,z,q,0.0
2517,z,r,0.0
2516,z,s,0.0
2515,z,t,0.0
2514,z,u,0.0
2513,z,v,0.0
2512,z,w,0.0
2511,z,x,0.0
2510,z,y,0.0
1296,z,~,0.063220687210559
454,{,!,0.17659235000610302
1028,{,$,0.09072650223970401
2133,{,',0.0006736675277350001
22,{,(,0.508965909481048
1266,{,),0.066019520163536
2024,{,*,0.006721792742609
1700,{,+,0.031247613951563002
1452,{,",",0.049950208514928006
2110,{,.,0.001668751705437
1018,{,/,0.09270283579826301
1211,{,1,0.071853592991828
1681,{,2,0.032584536820650004
618,{,3,0.14853838086128202
465,{,4,0.175132051110267
222,{,5,0.25982975959777804
266,{,6,0.23987945914268402
1122,{,8,0.081771031022071
1218,{,:,0.07096391916275001
1331,{,;,0.060020860284566005
321,{,<,0.219114050269126
661,{,?,0.14161992073059002
1059,{,A,0.087685301899909
762,{,C,0.12464884668588601
1460,{,F,0.048976257443428005
639,{,G,0.145178750157356
1622,{,H,0.036735989153385
954,{,I,0.09959484636783601
1887,{,J,0.018083682283759003
922,{,K,0.10382683575153301
1650,{,L,0.034940648823976
1540,{,R,0.042474031448364
525,{,S,0.16482493281364402
1602,{,X,0.038581579923629004
1192,{,Y,0.074063628911972
14,{,[,0.5340360999107361
969,{,\,0.097912833094596
510,{,c,0.16720725595951003
2509,{,d,0.0
2508,{,e,0.0
2507,{,f,0.0
2506,{,g,0.0
2505,{,h,0.0
2504,{,i,0.0
2503,{,j,0.0
2502,{,k,0.0
2501,{,l,0.0
2500,{,m,0.0
2499,{,n,0.0
2498,{,o,0.0
2385,{,p,0.0
2519,{,q,0.0
2384,{,r,0.0
2336,{,s,0.0
2262,{,t,0.0
2261,{,u,0.0
2260,{,v,0.0
2259,{,w,0.0
2258,{,x,0.0
2257,{,y,0.0
2256,{,z,0.0
692,{,|,0.13639229536056502
247,{,},0.25147199630737305
1267,{,~,0.06588822603225701
293,|,!,0.22692921757698
1952,|,"""",0.013038098812103001
1154,|,$,0.078224390745162
2096,|,',0.002593206241726
390,|,(,0.19580866396427102
392,|,),0.195250689983367
1248,|,*,0.068110704421997
1942,|,",",0.013921577483415002
1738,|,-,0.028619702905416003
746,|,.,0.12772729992866502
164,|,/,0.29014453291893
654,|,1,0.14271193742752
653,|,:,0.142797023057937
715,|,;,0.132621496915817
1965,|,<,0.012382835149765
2086,|,@,0.0031017095316200004
15,|,I,0.529882133007049
455,|,J,0.176569044589996
734,|,K,0.129449754953384
140,|,L,0.304116874933242
1920,|,O,0.015351763926446
378,|,P,0.200941264629364
1879,|,Q,0.018561815842986003
1245,|,R,0.068211629986763
1408,|,S,0.054057694971561
160,|,T,0.292054623365402
1406,|,U,0.054153561592102
1687,|,X,0.032245453447103
756,|,Y,0.125932872295379
63,|,[,0.40025079250335605
704,|,\,0.134544089436531
429,|,],0.186362922191619
1502,|,b,0.045355018228292
2255,|,d,0.0
2263,|,e,0.0
2254,|,f,0.0
2252,|,g,0.0
2251,|,h,0.0
2250,|,i,0.0
2249,|,j,0.0
2248,|,k,0.0
2247,|,l,0.0
2246,|,m,0.0
2245,|,n,0.0
2244,|,o,0.0
2253,|,p,0.0
2264,|,q,0.0
2265,|,r,0.0
2266,|,s,0.0
2286,|,t,0.0
2285,|,u,0.0
2284,|,v,0.0
2283,|,w,0.0
2282,|,x,0.0
2281,|,y,0.0
2280,|,z,0.0
2279,|,{,0.0
408,|,},0.19126576185226402
1475,},!,0.047866646200418
752,},$,0.12619456648826602
1567,},&,0.040685668587684
800,},(,0.12076500058174101
8,},),0.585684061050415
1391,},.,0.055261548608541
828,},/,0.11654736846685401
837,},0,0.11536239087581601
291,},1,0.22794899344444203
209,},3,0.265195906162261
1894,},6,0.017556661739945002
513,},7,0.16681841015815702
829,},8,0.11623489856719901
2022,},9,0.007014248520135001
547,},:,0.160958513617515
148,},;,0.30213162302970803
1549,},<,0.04201366007328
113,},>,0.327457398176193
425,},?,0.18749463558197002
814,},@,0.118367910385131
1527,},A,0.043408531695604005
1589,},B,0.039522521197795
431,},G,0.18558719754219002
286,},I,0.23027655482292103
577,},J,0.153897076845169
1026,},O,0.09116394072771
783,},P,0.122723184525966
1510,},R,0.044474869966506
383,},S,0.19814133644104
450,},\,0.178337097167968
33,},],0.45630025863647405
596,},a,0.151035457849502
2278,},d,0.0
2277,},e,0.0
2276,},f,0.0
2275,},g,0.0
2274,},h,0.0
2273,},i,0.0
2272,},j,0.0
2271,},k,0.0
2270,},l,0.0
2269,},m,0.0
2268,},n,0.0
2267,},o,0.0
2243,},p,0.0
2242,},q,0.0
2241,},r,0.0
2218,},s,0.0
2217,},t,0.0
2216,},u,0.0
2215,},v,0.0
2214,},w,0.0
2213,},x,0.0
2212,},y,0.0
2211,},z,0.0
2210,},{,0.0
2209,},|,0.0
1379,~,!,0.055954024195671005
60,~,"""",0.404067337512969
953,~,#,0.09960185736417701
1474,~,$,0.047873433679342006
1206,~,%,0.07238919287919901
320,~,',0.21928986907005302
621,~,*,0.14817684888839702
338,~,+,0.21540078520774802
1561,~,",",0.041063617914915
308,~,-,0.22214563190937
690,~,.,0.13684161007404302
1934,~,2,0.014419490471482001
1816,~,4,0.023052545264363
1138,~,5,0.07965382188558501
2093,~,6,0.0027038194239130003
1654,~,7,0.034826658666133
2028,~,8,0.006317161023616001
1277,~,:,0.06515860557556101
2099,~,<,0.002108056098222
402,~,=,0.19285096228122703
1630,~,?,0.036183811724185
311,~,C,0.22152721881866402
1205,~,E,0.072492383420467
624,~,F,0.147947818040847
1767,~,H,0.026158645749092
1826,~,J,0.021731859073042002
1080,~,L,0.085952304303646
1128,~,M,0.080631449818611
1251,~,N,0.067450486123561
1097,~,T,0.0842225253582
1079,~,V,0.085985608398914
1973,~,W,0.011427175253629001
1676,~,Y,0.03320137783885
1551,~,[,0.041992146521806
1789,~,\,0.024898286908864004
555,~,c,0.159563899040222
2208,~,d,0.0
2206,~,e,0.0
2205,~,f,0.0
2204,~,g,0.0
2203,~,h,0.0
2202,~,i,0.0
2201,~,j,0.0
2200,~,k,0.0
2199,~,l,0.0
2198,~,m,0.0
2207,~,n,0.0
2219,~,o,0.0
2229,~,p,0.0
2220,~,q,0.0
2239,~,r,0.0
2238,~,s,0.0
2237,~,t,0.0
2236,~,u,0.0
2235,~,v,0.0
2234,~,w,0.0
2233,~,x,0.0
2232,~,y,0.0
2231,~,z,0.0
2240,~,{,0.0
2230,~,|,0.0
2228,~,},0.0
